"district","date","total","mlt9","m9to12","y1to5","y5to14","ygt14","attack.rate","new.cases","ylt5","ygt5","y5to15","ygt15","m9toy14","missing","immunage","pop","total.old","province"
"kariba","2010-05-09",2,0,0,0,2,0,3.14,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-05-16",3,0,0,0,2,1,4.71,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-05-30",3,0,0,0,2,1,4.7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-06-07",3,0,0,0,2,1,4.7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-06-14",3,0,0,0,2,1,4.7,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-06-20",3,0,0,0,2,1,4.71,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-06-27",3,0,0,0,2,1,4.71,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-07-18",3,0,0,0,2,1,4.71,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland west"
"kariba","2010-09-12",3,0,0,0,2,1,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,"mashonaland west"
"kariba","2010-09-19",3,0,0,0,2,1,1.2,0,NA,NA,NA,NA,2,0,NA,NA,NA,"mashonaland west"
"kariba","2010-09-26",8,0,0,0,5,3,3.2,5,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-10-03",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-10-10",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-10-17",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-10-24",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-10-31",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-11-07",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,8,"mashonaland west"
"kariba","2010-11-14",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-11-21",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-11-28",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-12-05",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kariba","2010-12-12",8,0,0,0,5,3,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland west"
"kwekwe","2009-11-15",1,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,"midlands"
"kwekwe","2009-11-22",1,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,"midlands"
"kwekwe","2009-12-02",2,NA,NA,NA,1,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,"midlands"
"kwekwe","2009-12-13",2,NA,NA,NA,1,0,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,"midlands"
"kwekwe","2009-12-20",2,NA,NA,NA,1,0,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,"midlands"
"kwekwe","2009-12-27",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-01-03",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,0,3,NA,NA,"midlands"
"kwekwe","2010-01-10",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-01-17",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-01-31",3,0,0,1,2,0,1.11,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-02-07",3,0,0,1,2,0,1.11,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-02-08",3,0,0,1,2,0,1.09,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-02-14",3,0,0,1,2,0,1.11,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"midlands"
"kwekwe","2010-02-22",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-03-01",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-03-14",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-03-21",7,1,0,3,3,0,2.58,NA,NA,NA,NA,0,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-03-28",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,271330.6542,NA,"midlands"
"kwekwe","2010-04-04",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-04-11",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,271330.7,NA,"midlands"
"kwekwe","2010-04-18",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,271330.7,NA,"midlands"
"kwekwe","2010-04-25",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,271330.7,NA,"midlands"
"kwekwe","2010-05-02",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,271330.7,NA,"midlands"
"kwekwe","2010-05-09",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-05-16",7,1,0,2,4,0,2.58,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-05-30",7,1,0,2,4,0,2.6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-06-07",7,1,0,2,4,0,2.6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-06-14",7,1,0,2,4,0,2.6,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-06-20",8,1,0,2,4,1,2.95,1,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-06-27",7,1,0,2,4,0,2.58,-1,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-07-18",7,1,0,2,4,0,2.58,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"midlands"
"kwekwe","2010-09-12",9,2,0,2,4,1,0,0,NA,NA,NA,NA,6,0,NA,NA,NA,"midlands"
"kwekwe","2010-09-19",12,2,0,3,6,1,18.8,3,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-09-26",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-10-03",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-10-10",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-10-17",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-10-24",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-10-31",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-11-07",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,12,"midlands"
"kwekwe","2010-11-14",12,2,0,3,6,1,18.8,0,NA,NA,NA,NA,9,0,NA,NA,NA,"midlands"
"kwekwe","2010-11-21",13,2,0,4,6,1,20.4,0,NA,NA,NA,NA,10,0,NA,NA,NA,"midlands"
"kwekwe","2010-11-28",13,2,0,4,6,1,20.4,0,NA,NA,NA,NA,10,0,NA,NA,NA,"midlands"
"kwekwe","2010-12-05",13,2,0,4,6,1,20.4,0,NA,NA,NA,NA,10,0,NA,NA,NA,"midlands"
"kwekwe","2010-12-12",13,2,0,4,6,1,20.4,0,NA,NA,NA,NA,10,0,NA,NA,NA,"midlands"
"lupane","2010-02-14",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-02-22",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-03-01",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-03-14",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-03-21",1,0,0,0,0,1,0.94,NA,NA,NA,NA,1,0,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-03-28",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,106843.3054,NA,"matabeleland north"
"lupane","2010-04-04",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-04-11",1,0,0,0,0,1,0.94,NA,NA,NA,NA,NA,0,NA,NA,106843.3,NA,"matabeleland north"
"lupane","2010-04-18",4,1,1,0,0,2,3.74,NA,NA,NA,NA,NA,1,NA,NA,106843.3,NA,"matabeleland north"
"lupane","2010-04-25",4,1,1,0,0,2,3.74,NA,NA,NA,NA,NA,1,NA,NA,106843.3,NA,"matabeleland north"
"lupane","2010-05-02",4,1,1,0,0,2,3.74,NA,NA,NA,NA,NA,1,NA,NA,106843.3,NA,"matabeleland north"
"lupane","2010-05-09",4,1,1,0,0,2,3.74,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-05-16",4,1,1,0,0,2,3.74,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-05-30",4,1,1,0,0,2,3.7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-06-07",4,1,1,0,0,2,3.7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-06-14",4,1,1,0,0,2,3.7,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-06-20",7,2,1,0,1,3,6.55,3,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-06-27",7,2,1,0,1,3,6.55,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-07-18",7,2,1,0,1,3,6.55,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland north"
"lupane","2010-09-12",7,2,1,0,1,3,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,"matabeleland north"
"lupane","2010-09-19",11,2,1,2,3,3,4.1,4,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-09-26",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-10-03",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-10-10",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-10-17",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-10-24",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-10-31",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-11-07",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,11,"matabeleland north"
"lupane","2010-11-14",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-11-21",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-11-28",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-12-05",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"lupane","2010-12-12",11,2,1,2,3,3,4.1,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"makonde","2009-11-01",1,NA,NA,NA,1,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-11-08",1,NA,NA,NA,1,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-11-15",1,NA,NA,NA,1,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-11-22",1,NA,NA,NA,1,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-12-02",1,NA,NA,NA,1,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-12-13",1,NA,NA,NA,1,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-12-20",1,NA,NA,NA,1,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,"mashonaland west"
"makonde","2009-12-27",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-01-03",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,"mashonaland west"
"makonde","2010-01-10",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-01-17",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-01-31",1,0,0,0,1,0,0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-02-07",1,0,0,0,1,0,0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-02-08",1,0,0,0,1,0,0.79,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-02-14",1,0,0,0,1,0,0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-02-22",1,0,0,0,1,0,0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-03-01",1,0,0,0,1,0,0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-03-14",1,0,0,0,1,0,0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-03-21",1,0,0,0,1,0,0.8,NA,NA,NA,NA,0,1,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-03-28",3,0,0,1,2,0,2.39,NA,NA,NA,NA,NA,3,NA,NA,125731.457,NA,"mashonaland west"
"makonde","2010-04-04",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-04-11",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,125731.5,NA,"mashonaland west"
"makonde","2010-04-18",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,125731.5,NA,"mashonaland west"
"makonde","2010-04-25",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,125731.5,NA,"mashonaland west"
"makonde","2010-05-02",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,125731.5,NA,"mashonaland west"
"makonde","2010-05-09",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-05-16",6,0,0,2,3,1,4.77,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-05-30",6,0,0,2,3,1,4.8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-06-07",6,0,0,2,3,1,4.8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-06-14",8,0,1,3,3,1,6.4,2,NA,NA,NA,NA,7,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-06-20",8,0,1,3,3,1,6.36,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-06-27",8,0,1,3,3,1,6.36,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-07-18",8,0,1,3,3,1,6.36,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"mashonaland west"
"makonde","2010-09-12",12,1,1,3,5,2,0,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-09-19",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-09-26",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-10-03",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-10-10",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-10-17",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-10-24",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-10-31",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-11-07",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,12,"mashonaland west"
"makonde","2010-11-14",12,1,1,3,5,2,11.2,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-11-21",11,1,1,3,5,1,10.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-11-28",11,1,1,3,5,1,10.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-12-05",11,1,1,3,5,1,10.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makonde","2010-12-12",11,1,1,3,5,1,10.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"mashonaland west"
"makoni","2009-11-15",1,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,"manicaland"
"makoni","2009-11-22",1,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,"manicaland"
"makoni","2009-12-02",4,NA,NA,NA,2,0,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,"manicaland"
"makoni","2009-12-13",5,NA,NA,NA,2,1,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,"manicaland"
"makoni","2009-12-20",5,NA,NA,NA,2,1,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,"manicaland"
"makoni","2009-12-27",5,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"makoni","2010-01-03",5,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,0,4,NA,NA,"manicaland"
"makoni","2010-01-10",15,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,"manicaland"
"makoni","2010-01-17",16,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,"manicaland"
"makoni","2010-01-24",6,1,0,NA,2,0,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manicaland"
"makoni","2010-01-31",11,1,0,6,3,1,4.1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-02-07",11,1,0,6,3,1,4.1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-02-08",11,1,0,6,3,1,4.1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-02-14",11,1,0,6,3,1,4.1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-02-22",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-03-01",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-03-14",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-03-21",12,1,0,6,3,2,4.47,NA,NA,NA,NA,2,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-03-28",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,268541,NA,"manicaland"
"makoni","2010-04-04",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-04-11",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,268541,NA,"manicaland"
"makoni","2010-04-18",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,268541,NA,"manicaland"
"makoni","2010-04-25",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,268541,NA,"manicaland"
"makoni","2010-05-02",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,268541,NA,"manicaland"
"makoni","2010-05-09",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-05-16",12,1,0,6,3,2,4.47,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-05-30",12,1,0,6,3,2,4.5,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-06-07",12,1,0,6,3,2,4.5,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-06-14",12,1,0,6,3,2,4.5,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-06-20",12,1,0,6,3,2,4.47,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-06-27",12,1,0,6,3,2,4.47,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-07-18",12,1,0,6,3,2,4.47,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"manicaland"
"makoni","2010-09-12",12,1,0,6,3,2,0,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-09-19",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-09-26",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-10-03",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-10-10",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-10-17",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-10-24",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-10-31",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-11-07",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,12,"manicaland"
"makoni","2010-11-14",12,1,0,6,3,2,9.5,0,NA,NA,NA,NA,9,0,NA,NA,NA,"manicaland"
"makoni","2010-11-21",11,1,0,5,3,2,8.7,0,NA,NA,NA,NA,8,0,NA,NA,NA,"manicaland"
"makoni","2010-11-28",11,1,0,5,3,2,8.7,0,NA,NA,NA,NA,8,0,NA,NA,NA,"manicaland"
"makoni","2010-12-05",11,1,0,5,3,2,8.7,0,NA,NA,NA,NA,8,0,NA,NA,NA,"manicaland"
"makoni","2010-12-12",11,1,0,5,3,2,8.7,0,NA,NA,NA,NA,8,0,NA,NA,NA,"manicaland"
"mangwe","2010-03-28",2,0,0,0,1,1,2.36,NA,NA,NA,NA,NA,1,NA,NA,84638.24583,NA,"matabeleland south"
"mangwe","2010-04-04",2,0,0,0,1,1,2.36,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-04-11",2,0,0,0,1,1,2.36,NA,NA,NA,NA,NA,1,NA,NA,84638.25,NA,"matabeleland south"
"mangwe","2010-04-18",2,0,0,0,1,1,2.36,NA,NA,NA,NA,NA,1,NA,NA,84638.25,NA,"matabeleland south"
"mangwe","2010-04-25",2,0,0,0,1,1,2.36,NA,NA,NA,NA,NA,1,NA,NA,84638.25,NA,"matabeleland south"
"mangwe","2010-05-02",2,0,0,0,1,1,2.36,NA,NA,NA,NA,NA,1,NA,NA,84638.25,NA,"matabeleland south"
"mangwe","2010-05-09",3,0,1,0,1,1,3.54,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-05-16",3,0,1,0,1,1,3.54,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-05-30",3,0,1,0,1,1,3.5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-06-07",3,0,1,0,1,1,3.5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-06-14",3,0,1,0,1,1,3.5,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-06-20",3,0,1,0,1,1,3.54,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-06-27",3,0,1,0,1,1,3.54,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-07-18",4,0,2,0,1,1,4.73,1,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland south"
"mangwe","2010-09-12",6,0,2,0,2,2,0,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"mangwe","2010-09-19",6,0,2,0,2,2,2.2,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"mangwe","2010-09-26",6,0,2,0,2,2,2.2,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"mangwe","2010-10-03",6,0,2,0,2,2,2.2,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"mangwe","2010-10-10",6,0,2,0,2,2,2.2,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"mangwe","2010-10-17",6,0,2,0,2,2,2.2,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"mangwe","2010-10-24",6,0,2,0,2,2,2.2,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
