"district","date","total","mlt9","m9to12","y1to5","y5to14","ygt14","attack.rate","new.cases","ylt5","ygt5","y5to15","ygt15","m9toy14","missing","immunage","pop","total.old","province"
"beitbridge","2010-03-28",1,0,0,0,1,0,0.89,NA,NA,NA,NA,NA,1,NA,NA,112318.2289,NA,"matabeleland south"
"beitbridge","2010-04-04",1,0,0,0,1,0,0.89,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-04-11",1,0,0,0,1,0,0.89,NA,NA,NA,NA,NA,1,NA,NA,112318.2,NA,"matabeleland south"
"beitbridge","2010-04-18",1,0,0,0,1,0,0.89,NA,NA,NA,NA,NA,1,NA,NA,112318.2,NA,"matabeleland south"
"beitbridge","2010-04-25",1,0,0,0,1,0,0.89,NA,NA,NA,NA,NA,1,NA,NA,112318.2,NA,"matabeleland south"
"beitbridge","2010-05-02",1,0,0,0,1,0,0.89,NA,NA,NA,NA,NA,1,NA,NA,112318.2,NA,"matabeleland south"
"beitbridge","2010-05-09",3,0,0,2,1,0,2.67,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-05-16",4,0,0,2,2,0,3.56,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-05-30",4,0,0,2,2,0,3.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-06-07",4,0,0,2,2,0,3.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-06-14",4,0,0,2,2,0,3.6,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-06-20",6,0,0,2,2,2,5.34,2,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-06-27",6,0,0,2,2,2,5.34,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-07-18",6,0,0,2,2,2,5.34,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"matabeleland south"
"beitbridge","2010-09-12",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-09-19",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-09-26",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-10-03",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-10-10",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-10-17",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-10-24",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-10-31",6,0,0,2,2,2,5.3,0,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-11-07",7,0,0,2,2,3,6.2,1,NA,NA,NA,NA,4,0,NA,NA,6,"matabeleland south"
"beitbridge","2010-11-14",7,0,0,2,2,3,6.2,1,NA,NA,NA,NA,4,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-11-21",8,0,1,2,2,3,7.1,1,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-11-28",8,0,1,2,2,3,7.1,1,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-12-05",8,0,1,2,2,3,7.1,1,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland south"
"beitbridge","2010-12-12",8,0,1,2,2,3,7.1,1,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland south"
"bikita","2010-01-24",4,0,0,NA,4,0,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"masvingo"
"bikita","2010-01-31",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-02-07",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-02-08",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-02-14",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-02-22",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-03-01",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-03-14",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-03-21",4,0,0,0,4,0,2.35,NA,NA,NA,NA,0,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-03-28",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,169943.5314,NA,"masvingo"
"bikita","2010-04-04",4,0,0,0,4,0,2.35,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"masvingo"
"bikita","2010-04-11",8,0,0,2,6,0,4.71,NA,NA,NA,NA,NA,8,NA,NA,169943.5,NA,"masvingo"
"bikita","2010-04-18",8,0,0,2,6,0,4.71,NA,NA,NA,NA,NA,8,NA,NA,169943.5,NA,"masvingo"
"bikita","2010-04-25",8,0,0,2,6,0,4.71,NA,NA,NA,NA,NA,8,NA,NA,169943.5,NA,"masvingo"
"bikita","2010-05-02",8,0,0,2,6,0,4.71,NA,NA,NA,NA,NA,8,NA,NA,169943.5,NA,"masvingo"
"bikita","2010-05-09",8,0,0,2,6,0,4.71,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-05-16",8,0,0,2,6,0,4.71,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-05-30",8,0,0,2,6,0,4.7,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-06-07",8,0,0,2,6,0,4.7,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-06-14",8,0,0,2,6,0,4.7,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-06-20",8,0,0,2,6,0,4.71,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-06-27",8,0,0,2,6,0,4.71,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-07-18",8,0,0,2,6,0,4.71,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"masvingo"
"bikita","2010-09-12",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-09-19",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-09-26",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-10-03",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-10-10",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-10-17",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-10-24",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-10-31",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-11-07",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,11,"masvingo"
"bikita","2010-11-14",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-11-21",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-11-28",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-12-05",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bikita","2010-12-12",11,1,0,4,6,0,6.5,0,NA,NA,NA,NA,10,0,NA,NA,NA,"masvingo"
"bindura","2009-12-27",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-01-03",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,"mashonaland central"
"bindura","2010-01-10",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-01-17",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-01-24",1,0,1,NA,0,0,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-01-31",2,0,2,0,0,0,1.05,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-02-07",2,0,2,0,0,0,1.05,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-02-08",4,0,2,2,0,0,2.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-02-14",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-02-22",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-03-01",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-03-14",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-03-21",4,2,0,2,0,0,2.1,NA,NA,NA,NA,0,2,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-03-28",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,190440,NA,"mashonaland central"
"bindura","2010-04-04",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-04-11",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,190440,NA,"mashonaland central"
"bindura","2010-04-18",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,190440,NA,"mashonaland central"
"bindura","2010-04-25",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,190440,NA,"mashonaland central"
"bindura","2010-05-02",4,0,2,2,0,0,2.1,NA,NA,NA,NA,NA,4,NA,NA,190440,NA,"mashonaland central"
"bindura","2010-05-09",5,0,2,2,0,1,2.63,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-05-16",5,0,2,2,0,1,2.63,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-05-30",5,0,2,2,0,1,2.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-06-07",5,0,2,2,0,1,2.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-06-14",5,0,2,2,0,1,2.6,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-06-20",5,0,2,2,0,1,2.63,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-06-27",5,0,2,2,0,1,2.63,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-07-18",5,0,2,2,0,1,2.63,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"mashonaland central"
"bindura","2010-09-12",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-09-19",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-09-26",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-10-03",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-10-10",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-10-17",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-10-24",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-10-31",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-11-07",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,6,"mashonaland central"
"bindura","2010-11-14",6,0,2,3,0,1,3.2,0,NA,NA,NA,NA,5,0,NA,NA,NA,"mashonaland central"
"bindura","2010-11-21",5,0,2,2,0,1,2.6,0,NA,NA,NA,NA,4,0,NA,NA,NA,"mashonaland central"
"bindura","2010-11-28",5,0,2,2,0,1,2.6,0,NA,NA,NA,NA,4,0,NA,NA,NA,"mashonaland central"
"bindura","2010-12-05",5,0,2,2,0,1,2.6,0,NA,NA,NA,NA,4,0,NA,NA,NA,"mashonaland central"
"bindura","2010-12-12",5,0,2,2,0,1,2.6,0,NA,NA,NA,NA,4,0,NA,NA,NA,"mashonaland central"
"binga","2010-04-11",3,0,1,0,2,0,2.31,NA,NA,NA,NA,NA,3,NA,NA,129951.5,NA,"matabeleland north"
"binga","2010-04-18",3,0,1,0,2,0,2.31,NA,NA,NA,NA,NA,3,NA,NA,129951.5,NA,"matabeleland north"
"binga","2010-04-25",3,0,1,0,2,0,2.31,NA,NA,NA,NA,NA,3,NA,NA,129951.5,NA,"matabeleland north"
"binga","2010-05-02",3,0,1,0,2,0,2.31,NA,NA,NA,NA,NA,3,NA,NA,129951.5,NA,"matabeleland north"
"binga","2010-05-09",3,0,1,0,2,0,2.31,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-05-16",3,0,1,0,2,0,2.31,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-05-30",3,0,1,0,2,0,2.3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-06-07",3,0,1,0,2,0,2.3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-06-14",3,0,1,0,2,0,2.3,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-06-20",4,0,1,0,2,1,3.08,1,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-06-27",4,0,1,0,2,1,3.08,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-07-18",6,0,1,0,2,3,4.62,2,NA,NA,NA,NA,3,NA,NA,NA,NA,"matabeleland north"
"binga","2010-09-12",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-09-19",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-09-26",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-10-03",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-10-10",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-10-17",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-10-24",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-10-31",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-11-07",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,9,"matabeleland north"
"binga","2010-11-14",9,0,1,1,3,4,6.9,0,NA,NA,NA,NA,5,0,NA,NA,NA,"matabeleland north"
"binga","2010-11-21",10,0,1,2,4,3,7.7,0,NA,NA,NA,NA,7,0,NA,NA,NA,"matabeleland north"
"binga","2010-11-28",10,0,1,2,4,3,7.7,0,NA,NA,NA,NA,7,0,NA,NA,NA,"matabeleland north"
"binga","2010-12-05",10,0,1,2,3,4,7.7,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"binga","2010-12-12",10,0,1,2,3,4,7.7,0,NA,NA,NA,NA,6,0,NA,NA,NA,"matabeleland north"
"bubi","2009-11-01",11,NA,NA,NA,6,5,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-11-08",11,NA,NA,NA,6,5,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-11-15",9,NA,NA,NA,6,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-11-22",9,NA,NA,NA,6,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-12-02",9,NA,NA,NA,6,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-12-13",9,NA,NA,NA,6,3,NA,NA,0,NA,6,3,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-12-20",9,NA,NA,NA,6,3,NA,NA,0,NA,6,3,NA,NA,NA,NA,NA,"matabeleland north"
"bubi","2009-12-27",9,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-01-03",9,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,0,6,NA,NA,"matabeleland north"
"bubi","2010-01-10",9,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-01-17",9,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-01-31",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-02-07",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-02-08",9,0,0,0,6,3,17.36,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-02-14",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-02-22",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-03-01",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-03-14",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-03-21",9,0,0,0,6,3,17.54,NA,NA,NA,NA,3,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-03-28",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,51323.11931,NA,"matabeleland north"
"bubi","2010-04-04",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-04-11",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,51323.12,NA,"matabeleland north"
"bubi","2010-04-18",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,51323.12,NA,"matabeleland north"
"bubi","2010-04-25",9,0,0,0,6,3,17.54,NA,NA,NA,NA,NA,6,NA,NA,51323.12,NA,"matabeleland north"
"bubi","2010-05-02",10,0,0,0,7,3,19.48,NA,NA,NA,NA,NA,7,NA,NA,51323.12,NA,"matabeleland north"
"bubi","2010-05-09",13,1,0,2,7,3,25.33,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-05-16",13,1,0,2,7,3,25.33,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-05-30",13,1,0,2,7,3,25.3,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-06-07",13,1,0,2,7,3,25.3,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-06-14",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-06-20",13,1,0,2,7,3,25.33,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-06-27",13,1,0,2,7,3,25.33,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-07-18",13,1,0,2,7,3,25.33,0,NA,NA,NA,NA,9,NA,NA,NA,NA,"matabeleland north"
"bubi","2010-09-12",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-09-19",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-09-26",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-10-03",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-10-10",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-10-17",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-10-24",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-10-31",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-11-07",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,13,"matabeleland north"
"bubi","2010-11-14",13,1,0,2,7,3,25.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-11-21",14,2,0,2,7,3,27.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-11-28",14,2,0,2,7,3,27.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-12-05",14,2,0,2,7,3,27.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"bubi","2010-12-12",14,2,0,2,7,3,27.3,0,NA,NA,NA,NA,9,0,NA,NA,NA,"matabeleland north"
"buhera","2009-12-13",3,NA,NA,NA,2,0,NA,NA,1,NA,2,0,NA,NA,NA,NA,NA,"manicaland"
"buhera","2009-12-20",3,NA,NA,NA,2,0,NA,NA,1,NA,2,0,NA,NA,NA,NA,NA,"manicaland"
"buhera","2009-12-27",4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-01-03",4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,4,NA,NA,"manicaland"
"buhera","2010-01-10",4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-01-17",4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-01-31",4,0,1,2,1,0,1.7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-02-07",4,0,1,2,1,0,1.7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-02-08",4,0,1,2,1,0,1.68,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-02-14",4,0,1,2,1,0,1.7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"manicaland"
"buhera","2010-02-22",5,0,1,3,1,0,2.12,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"manicaland"
"buhera","2010-03-01",5,0,1,3,1,0,2.12,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"manicaland"
"buhera","2010-03-14",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-03-21",6,0,1,3,2,0,2.54,NA,NA,NA,NA,0,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-03-28",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,235934.1056,NA,"manicaland"
"buhera","2010-04-04",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-04-11",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,235934.1,NA,"manicaland"
"buhera","2010-04-18",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,235934.1,NA,"manicaland"
"buhera","2010-04-25",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,235934.1,NA,"manicaland"
"buhera","2010-05-02",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,235934.1,NA,"manicaland"
"buhera","2010-05-09",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-05-16",6,0,1,3,2,0,2.54,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-05-30",6,0,1,3,2,0,2.5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-06-07",6,0,1,3,2,0,2.5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-06-14",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-06-20",6,0,1,3,2,0,2.54,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-06-27",6,0,1,3,2,0,2.54,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-07-18",6,0,1,3,2,0,2.54,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"manicaland"
"buhera","2010-09-12",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
"buhera","2010-09-19",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
"buhera","2010-09-26",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
"buhera","2010-10-03",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
"buhera","2010-10-10",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
"buhera","2010-10-17",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
"buhera","2010-10-24",6,0,1,3,2,0,2.5,0,NA,NA,NA,NA,6,0,NA,NA,NA,"manicaland"
